Life of Pi ;-84.26086470910968;-4.577526961266272
Ghost Rider ;-88.21418576880893;-4.691032251889453
Jason Bourne ;-83.60542982764538;-3.360860223885344
Charlie's Angels: Full Throttle ;-81.42929615445141;-4.818623485150707
Prometheus ;-88.10267283546284;-4.835756234520833
Stuart Little 2 ;-95.62445892888955;-4.57832500649843
Elysium ;-93.04957519192563;-5.117187896462427
The Chronicles of Riddick ;-84.61020257173082;-4.791054380294777
RoboCop ;-83.19114895841024;-4.781494762866693
Speed Racer ;-96.2768104163236;-4.424066727814
How Do You Know ;-88.3035359994655;-4.886939629302736
Knight and Day ;-77.00574066668207;-4.790265653855523
Oblivion ;-89.28478086022054;-4.715573676781988
Star Wars: Episode III - Revenge of the Sith ;-93.46818276893708;-4.708456511122981
Star Wars: Episode II - Attack of the Clones ;-90.75919088157764;-4.537447116291223
Monsters, Inc. ;-89.621211658205;-4.453511017286049
The Wolverine ;-97.41260858813159;-4.787316767720468
Star Wars: Episode I - The Phantom Menace ;-87.04996071248787;-4.533132402987041
The Croods ;-91.1678435383573;-4.59779301144071
Asterix at the Olympic Games ;-112.54535880033878;-0.4074949702945585
Windtalkers ;-90.12351283179977;-4.972403319602462
The Huntsman: Winter's War ;-84.73289782209264;-4.874749143639277
Teenage Mutant Ninja Turtles ;-88.96205428609203;-4.806801592790769
Gravity ;-95.295393494287;-3.5646008272195986
Dante's Peak ;-87.77069187662693;-4.724979079911006
Teenage Mutant Ninja Turtles: Out of the Shadows ;-86.57312768327643;-4.814228540662421
Fantastic Four ;-84.84907609349878;-4.648300000775708
Night at the Museum ;-92.28018917462374;-4.6637691066154545
San Andreas ;-88.24092753503014;-4.932179985730321
Tomorrow Never Dies ;-90.64771568644804;-3.423252855741902
The Patriot ;-87.85646989314536;-4.9986350185657695
Ocean's Twelve ;-74.56203644072824;-4.6590204043249415
Mr. & Mrs. Smith ;-83.25342684391886;-4.958525269368208
Insurgent ;-89.05578221345992;-4.695489610703772
The Aviator ;-82.04617778235288;-4.698948233334623
Gulliver's Travels ;-96.0109297847375;-4.55050644932377
The Green Hornet ;-86.4160968802344;-4.9068038028475796
The A-Team             ;-94.37415598600835;-4.36406742254793
300: Rise of an Empire ;-88.91705320523224;-5.023363157469733
The Smurfs ;-96.35631778282198;-4.5807341953095255
Home on the Range ;-102.44275887848231;-4.491628201863212
Allegiant ;-91.1735286388662;-4.803188560431752
Real Steel ;-90.82019125679918;-4.822990604131623
The Smurfs 2 ;-94.34689776790613;-4.579488057104352
Speed 2: Cruise Control ;-95.79899731295181;-4.776771806120726
Ender's Game ;-79.03495940472304;-4.624990265800587
Live Free or Die Hard ;-79.15494603277928;-4.748159936317427
The Lord of the Rings: The Fellowship of the Ring ;-94.70120710962576;-3.4373789966303048
Around the World in 80 Days ;-78.48265939747955;-4.5726576545044715
Ali ;-89.11365891940879;-4.918405156666892
The Cat in the Hat ;-94.63507030091019;-4.543022896791412
I, Robot ;-94.15043120205173;-4.748630266898658
Kingdom of Heaven ;-93.59047751836214;-5.068434442758482
Stuart Little ;-86.85653502398526;-3.1866352428621907
The Princess and the Frog ;-100.36171053219641;-4.351335816823632
The Martian ;-87.24669375793216;-4.771645839368831
10,000 B.C.             ;-56.014702981381525;-0.25504075559884354
The Island ;-81.2662724297833;-4.866332290998351
Town & Country ;-93.8630141678408;-3.4734206282596163
Gone in Sixty Seconds ;-79.04363015523987;-4.738595646130422
Gladiator ;-82.58168743396519;-5.0184944494304915
Minority Report ;-80.64944701055771;-4.748053406549167
Harry Potter and the Chamber of Secrets ;-96.41121979037882;-3.1565873265726085
Casino Royale ;-86.02497496394398;-3.4037871197682166
Planet of the Apes ;-86.42849920553431;-4.768802776478968
Terminator 2: Judgment Day ;-85.67628609222211;-4.783358352991463
Public Enemies ;-86.59353529556542;-5.069481939413569
American Gangster ;-80.34661104148286;-4.9616232930508835
True Lies ;-81.90430165608718;-5.015443015022462
The Taking of Pelham 1 2 3 ;-79.89347715143704;-4.941222401159472
Little Fockers ;-76.57950711113365;-4.69097469241015
The Other Guys ;-75.34274603230635;-4.790503395541173
Eraser ;-89.67478240527403;-5.103532243752883
Django Unchained ;-87.40940556173942;-4.85995987454001
The Hunchback of Notre Dame ;-103.51702600835868;-4.502779737797958
The Emperor's New Groove ;-97.70754053013424;-4.466567831884067
The Expendables 2 ;-76.17464388998059;-4.95543736902044
National Treasure ;-94.80655800805587;-4.651975839881004
Eragon ;-96.44402949997024;-4.498403716793266
Where the Wild Things Are ;-94.12296067879116;-3.251353169113818
Pan ;-85.09854215195905;-4.429428139861298
Epic ;-93.97035064176765;-4.464476659928862
The Tourist ;-84.47786464082719;-4.741702213136393
End of Days ;-89.82366257511715;-4.876512347718058
Blood Diamond ;-86.68459738231097;-3.6468119022913874
The Wolf of Wall Street ;-82.84612425457402;-5.084699394933338
Batman Forever ;-85.03151327240444;-4.669303306068668
Starship Troopers ;-80.98471002583305;-4.836922444927007
Cloud Atlas ;-79.03890644118887;-3.5382148944057024
Legend of the Guardians: The Owls of Ga'Hoole ;-92.43485463911631;-4.542407536137081
Catwoman ;-94.09497982988853;-4.823228366974958
Hercules ;-77.66436898899617;-4.6272881616347386
Treasure Planet ;-84.69681611263191;-4.4613473238747785
Land of the Lost ;-87.6924219333335;-4.717148142162097
The Expendables 3 ;-75.74117640789441;-4.743751176729929
Point Break ;-83.42049044753006;-4.732380658153202
Son of the Mask ;-89.21419342524754;-4.477801478062626
In the Heart of the Sea ;-93.20302597826277;-4.971329858618233
The Adventures of Pluto Nash ;-82.76287242152914;-4.717691537623788
Green Zone ;-94.60096016310726;-3.711176513928739
The Peanuts Movie ;-96.26723834603935;-4.428236825128224
The Spanish Prisoner ;-84.00743926959014;-4.6303942975969745
The Mummy Returns ;-89.11585800245668;-4.779318899672211
Gangs of New York ;-68.42836643536828;-4.953536624689336
The Flowers of War ;-108.1173750623448;-0.8902906632181494
Surf's Up ;-86.19814483541107;-4.501956733637374
The Stepford Wives ;-85.51861914901693;-4.747623323124934
Black Hawk Down ;-87.63562912691907;-4.902648271853544
The Campaign ;-82.45060079465921;-4.825066955221823
The Fifth Element ;-81.6410186917069;-3.303047981385314
Sex and the City 2 ;-87.19000557557047;-5.070879482212633
The Road to El Dorado ;-99.03030962101101;-4.627914467813879
Ice Age: Continental Drift ;-94.12051896545358;-4.554758703059691
Cinderella ;-90.93811399398543;-4.650669734372231
The Lovely Bones ;-81.55813253684222;-4.837523758909721
Finding Nemo ;-95.7929423228783;-4.395589747414397
The Lord of the Rings: The Return of the King ;-84.98769104084398;-4.842245437785525
The Lord of the Rings: The Two Towers ;-87.73907755543317;-4.841275661656339
Seventh Son ;-82.45018562199742;-4.661675153957407
Lara Croft: Tomb Raider ;-94.2889028183565;-4.76577573908757
Transcendence ;-88.82552407723529;-3.634478093366431
Jurassic Park III ;-88.45980826146369;-4.772427241880056
Rise of the Planet of the Apes ;-86.35896797916782;-4.8998880217880405
The Spiderwick Chronicles ;-92.65265803582204;-4.443147160564207
A Good Day to Die Hard ;-74.6807485522205;-4.860896983465585
The Alamo ;-86.52857615570542;-4.71110509250707
The Incredibles ;-85.10800601656486;-4.479533512466911
Cutthroat Island ;-88.21392017482516;-4.758804559021152
Percy Jackson & the Olympians: The Lightning Thief ;-87.4742137142412;-3.1236206749849775
Men in Black ;-89.11843495989139;-4.810604161933478
Toy Story 2 ;-86.34885632880399;-4.457368439148835
Unstoppable ;-80.60811985194977;-4.674754049600971
Rush Hour 2 ;-86.54737245415195;-4.876884540636908
What Lies Beneath ;-83.64994419985672;-4.9117196157831255
Cloudy with a Chance of Meatballs ;-94.83195958783784;-4.528784605507939
Ice Age: Dawn of the Dinosaurs ;-97.19520062034688;-4.634788621243438
The Secret Life of Walter Mitty ;-92.09369789935046;-4.816199053353822
Charlie's Angels ;-88.11644857129683;-4.9232675867841555
The Departed ;-77.03982836844001;-5.030281509866436
Mulan ;-105.17625963461273;-4.344850457861078
Tropic Thunder ;-76.8839134188124;-4.911491847476972
The Girl with the Dragon Tattoo ;-84.34892828267422;-5.0717229842846585
Die Hard with a Vengeance ;-72.75372255613341;-4.941132199469062
Sherlock Holmes ;-96.12884694925603;-4.8231682517131285
Ben-Hur ;-46.89271396340486;-4.768941824610493
Atlantis: The Lost Empire ;-101.73076774374375;-4.580868647671898
Alvin and the Chipmunks: The Road Chip ;-99.15460143213193;-4.580263337362276
Valkyrie ;-84.54081071032942;-4.817943978741781
You Don't Mess with the Zohan ;-83.46978444433533;-4.690115381792515
Pixels ;-87.6986894212379;-4.757267829713419
A.I. Artificial Intelligence ;-77.08375521255766;-4.800430321950938
The Haunted Mansion ;-97.15028570963362;-4.560122678222729
Contact ;-87.39246045704797;-4.666882346462944
Hollow Man ;-83.71304285583862;-4.945114915519221
The Interpreter ;-105.3982092400682;-0.6755134455911392
Percy Jackson: Sea of Monsters ;-91.00761426793372;-4.430675645266307
Lara Croft Tomb Raider: The Cradle of Life ;-87.52635893756432;-4.661166686851421
Now You See Me 2 ;-93.34730535408764;-4.97310625753332
The Saint ;-98.56953712879071;-4.856031488771491
Spy Game ;-79.23616992451703;-3.558158554917831
Mission to Mars ;-87.40933395584439;-4.491308969880634
Rio ;-102.64736311602654;-4.433389889143353
Bicentennial Man ;-80.23295467843597;-4.675018667828154
Volcano ;-85.44405469922579;-4.896063555960679
The Devil's Own ;-76.35819065362703;-5.145183512492387
K-19: The Widowmaker ;-98.34718441831436;-3.5094980853179387
Fantastic Four ;-84.84907609349878;-4.648300000775708
Conan the Barbarian ;-84.72834376024021;-4.793701856518124
Cinderella Man ;-79.94103886951162;-4.704541714533748
The Nutcracker in 3D ;-89.83610799685405;-3.125820818342474
Seabiscuit ;-89.1771832875256;-4.709890027983089
Twister ;-85.66460213875844;-4.933182206495931
The Fast and the Furious ;-81.86129984069659;-4.744176895390345
Cast Away ;-76.7726524722875;-4.827359760134441
Happy Feet ;-85.33443636533151;-4.5914309005888585
The Bourne Supremacy ;-82.98404635090431;-4.694185703773304
Air Force One ;-79.49542833056036;-5.1416758926023896
Ocean's Eleven ;-85.87793305979194;-4.638479618344581
The Three Musketeers ;-84.47727259074396;-3.319706683922827
Hotel Transylvania ;-85.41626245962091;-4.533645747042812
Enchanted ;-94.77538100413028;-4.62652608113785
Hannibal             ;-92.71160399491086;-4.57521346814056
Safe House ;-84.17622169693594;-4.974992244624411
102 Dalmatians ;-87.83306966295305;-4.384293739196222
Tower Heist ;-77.19747559610659;-4.773339047051953
The Holiday ;-77.02365823841875;-4.710824977236284
Enemy of the State ;-84.70781837047319;-5.172457085461383
It's Complicated ;-76.739186220627;-5.109823920336073
Ocean's Thirteen ;-74.41662169537904;-4.659200360451486
Open Season ;-89.42275599263766;-4.550592618020812
Divergent ;-81.02819267041541;-4.6402053904431
Enemy at the Gates ;-86.58117853053184;-4.9038703249796916
The Rundown ;-78.52786194477598;-4.887310416667478
Last Action Hero ;-85.28581590732666;-4.814973487137845
Memoirs of a Geisha ;-77.87153236291465;-4.770131937197938
The Fast and the Furious: Tokyo Drift ;-94.37689514384992;-4.7210776087957935
Arthur Christmas ;-95.81827574177318;-3.283762539427676
Meet Joe Black ;-79.94592620980674;-4.81260465256126
Collateral Damage ;-89.96681820658587;-5.051049732541842
All That Jazz ;-92.28805019850562;-5.031445514794439
Mirror Mirror ;-84.33820258728447;-4.763994683834199
Scott Pilgrim vs. the World ;-83.9370353982147;-4.823697803841341
The Core ;-91.76614280942717;-4.7633824321125315
Nutty Professor II: The Klumps ;-82.86322065598456;-4.719662178797189
Scooby-Doo ;-86.56564630494454;-4.506876630737496
Dredd ;-87.28762664587462;-3.500008744844334
Click ;-91.76954210141388;-4.94325857718812
Creepshow ;-81.66999596864473;-4.912375703037853
Cats & Dogs: The Revenge of Kitty Galore ;-91.00741024919432;-4.565925708901848
Jumper ;-84.53909445138207;-4.78121712052104
Hellboy II: The Golden Army ;-90.64148143393065;-4.760879327014269
Zodiac ;-89.25717105543717;-5.090646772155302
The 6th Day ;-81.34986457272652;-4.750014986151879
Bruce Almighty ;-83.18240862510102;-4.83164615842145
The Expendables ;-82.26213462796142;-4.941301204619264
Mission: Impossible ;-79.65774084650677;-4.74066979883457
The Hunger Games ;-89.18068577783475;-4.893741002206436
The Hangover Part II ;-72.34093674927577;-4.831975179203413
Batman Returns ;-77.58902743166755;-4.570444562655701
Over the Hedge ;-83.85183566046496;-4.555398906077547
Lilo & Stitch ;-94.98962165850493;-4.841699901736772
Charlotte's Web ;-86.36348691810754;-4.388306512354931
Deep Impact ;-85.37703115557275;-4.9948839028861185
RED 2 ;-78.05170413984366;-4.887406464957347
The Longest Yard ;-83.6404495547791;-4.70383458541578
Alvin and the Chipmunks: Chipwrecked ;-108.96657854099996;-4.449078397141353
Grown Ups 2 ;-77.4722727515963;-4.612585249201565
Get Smart ;-80.36214175116908;-4.777453863672138
Something's Gotta Give ;-77.77494835078194;-4.911495621532745
Shutter Island ;-88.1639397743216;-4.804445572518536
Four Christmases ;-87.05783395452627;-3.5019794870856984
Robots ;-97.1540377962502;-4.594917326666751
Face/Off ;-85.02588899114149;-4.984877884349032
Bedtime Stories ;-90.42208693735324;-4.591802997648254
Road to Perdition ;-73.6310837811425;-5.043567199483063
Just Go with It ;-77.34843163134848;-4.712452806782217
Daredevil             ;-96.29920583605032;-4.687759102793265
Con Air ;-76.96395268359079;-4.943026090354333
Eagle Eye ;-84.55573200691428;-4.714455716335577
Cold Mountain ;-89.43495223601913;-5.06415285275541
The Book of Eli ;-79.74835771113878;-5.138192111794033
Flubber ;-86.92083271770377;-4.493562512261965
The Haunting ;-89.07607635146533;-4.680405791443327
Space Jam ;-98.74885335386159;-4.654792934731579
The Pink Panther ;-90.55963217866876;-4.621019125349799
The Day the Earth Stood Still ;-78.26909527680174;-4.817011922462862
Conspiracy Theory ;-90.57446146641114;-5.063270219511689
Fury ;-82.66899185719281;-4.973852953613258
Six Days Seven Nights ;-81.56908024096616;-4.84245667090578
Yogi Bear ;-95.38874077532728;-4.521194037493195
Spirit: Stallion of the Cimarron ;-97.91480782137653;-4.295245782862182
Zookeeper ;-92.60327087742445;-4.525446070954706
Lost in Space ;-85.55198648254768;-4.799320918670184
The Manchurian Candidate ;-82.75918978739395;-5.072530949281115
DÃ©jÃ  Vu ;-82.97092043626907;-4.768430569613201
Hotel Transylvania 2 ;-84.24250682338304;-4.543014171807931
Bewitched             ;-88.63288246897841;-4.374301242083636
Fantasia 2000 ;-101.33130347039649;-4.276810889571307
The Time Machine ;-84.80924327678423;-4.6705327176536855
Mighty Joe Young ;-90.73763655407379;-4.611599689290934
